nom,type,region,province,latitude,longitude,population
Habaza,commune,Est,Province du Gourma,11.68543,0.461,0
Dares-Salam,commune,Est,Province du Gourma,11.67328,0.43658,0
Palakaye,commune,Centre-Est,Province du Koulpelogo,11.65622,0.40346,0
Moukadam ou Kondingui,commune,Est,Province du Gourma,11.66957,0.41801,0
Tangzougou,commune,Centre-Est,Province du Koulpelogo,11.66524,0.41246,0
Yadogo,commune,Est,Province de la Komandjoari,12.6896,0.4947,0
Tin-Zoubaraten,commune,Sahel,Oudalan,14.51426,0.07144,0
Paté Paté,commune,Est,Province de la Komandjoari,12.88958,0.7819,0
Djora,commune,Est,Province de la Komandjoari,12.78766,0.78332,0
Tanfouri,commune,Est,Gnagna Province,13.3441,-0.2225,0
Gorbalé,commune,Centre-Nord,Province du Namentenga,13.4578,-0.3825,0
Tangayiri,commune,Est,Province du Gourma,12.19891,0.34145,0
Boinga,commune,Centre-Nord,Sandbondtenga,13.27372,-0.67703,0
Guibiga,commune,Centre-Nord,Sandbondtenga,13.3395,-0.72772,0
Doufouanou,commune,Est,Province du Gourma,12.41029,1.11285,0
Kanma,commune,Est,Province du Gourma,12.42898,1.07527,0
Mouroukoudougou,commune,Cascades,Province de la Comoé,9.87825,-4.26998,0
Goulgountou,commune,Sahel,Oudalan,14.32657,0.09779,0
Tiknawèl,commune,Sahel,Oudalan,14.34145,0.08791,0
Bounian,commune,Sahel,Oudalan,14.33557,0.09246,0
Gourara,commune,Sahel,Province du Séno,14.33699,0.1206,0
Zitougou,commune,Centre-Est,Province du Boulgou,11.1788,-0.62347,0
Bargansé-Peulh,commune,Centre-Est,Province du Boulgou,11.18601,-0.49056,0
Gourgou-Samandi,commune,Centre-Est,Province du Boulgou,11.17274,-0.5599,0
Kalagré-Foulbé,commune,Centre-Nord,Province du Bam,13.56076,-1.46641,0
Kalagré-Rimaïbe,commune,Centre-Nord,Province du Bam,13.56157,-1.44917,0
Boulmoantougou,commune,Est,Province du Gourma,12.66736,1.24351,0
Zenzèba,commune,Centre-Nord,Sandbondtenga,13.61524,-0.89875,0
Lougari,commune,Centre-Nord,Sandbondtenga,13.70392,-0.94753,0
Poéssen,commune,Centre-Nord,Sandbondtenga,13.69325,-0.94329,0
Boundissen,commune,Centre-Nord,Sandbondtenga,13.735,-0.98146,0
Kénéga,commune,Centre-Nord,Sandbondtenga,13.32094,-0.79432,0
Goèya,commune,Centre-Nord,Sandbondtenga,13.3065,-0.82838,0
Pola-Kampti,commune,Sud-Ouest,Province du Poni,10.12443,-3.45738,0
Djibondi,commune,Sahel,Province du Yagha,13.1198,0.85811,0
Yeritagui,commune,Est,Province du Gourma,12.76782,1.262,0
Ouro-Aou,commune,Est,Province de la Komandjoari,12.67728,0.90005,0
Balgabé,commune,Est,Province de la Komandjoari,12.95493,0.72664,0
Larabin,commune,Cascades,Province de la Comoé,9.92309,-4.33521,0
Dabala,commune,Est,Province de la Komandjoari,12.94407,0.91397,0
Kpenkatougou,commune,Est,Province de la Komandjoari,12.86939,0.90633,0
Koflande,commune,Cascades,Province de la Comoé,10.22986,-4.43621,0
Guessèl,commune,Sahel,Oudalan,14.29503,0.03766,0
Goulagou,commune,Nord,Province du Yatenga,13.6451,-2.305,0
Barélgo,commune,Nord,Province du Yatenga,13.63945,-2.29144,0
Katé,commune,Sahel,Province du Djelgodji,14.13461,-0.81244,0
Dowendou,commune,Sahel,Province du Yagha,13.60656,0.74029,0
Koulholé,commune,Centre-Nord,Sandbondtenga,13.43898,-1.16817,0
Timambari,commune,Est,Province du Gobnangou,11.84209,1.67023,0
Niamango,commune,Cascades,Province de la Comoé,9.82967,-4.33708,0
Sella,commune,Sahel,Province du Séno,14.35699,0.28666,0
Kiefaye,commune,Centre-Nord,Province du Bam,13.7826,-1.5879,0
Kabonga 2,commune,Est,Province de la Kompienga,11.34694,0.567,0
Kalamnma,commune,Est,Province de la Kompienga,11.31624,0.60323,0
Maimba,commune,Est,Province de la Kompienga,11.32058,0.60968,0
Pembiga,commune,Est,Province du Gobnangou,12.01034,1.87584,0
Gnaminadougou,commune,Cascades,Province de la Comoé,9.83414,-4.39169,0
Lalé,commune,Centre-Est,Province du Boulgou,11.45268,-0.26792,0
Laygaye,commune,Centre-Est,Province du Koulpelogo,11.61449,-0.06309,0
Paoré,commune,Centre-Est,Province du Koulpelogo,11.60786,-0.06766,0
Nassiega,commune,Centre-Est,Province du Koulpelogo,11.60627,-0.10285,0
Pissiongo,commune,Centre-Est,Province du Koulpelogo,11.57807,-0.09822,0
Yaglo,commune,Centre-Est,Province du Koulpelogo,11.58355,-0.05928,0
Kimzim,commune,Centre-Est,Province du Koulpelogo,11.54912,-0.05951,0
Tigueten,commune,Centre-Est,Province du Koulpelogo,11.52616,-0.06161,0
Kirgou-Peulh,commune,Est,Province de la Komandjoari,12.7961,0.9922,0
Sami,commune,Boucle du Mouhoun,Province des Banwa,12.1,-4.5526,0
Koryombo,commune,Est,Province du Gobnangou,12.10224,1.67373,0
Bandiedaga-Gourmantché,commune,Sahel,Province du Séno,13.90481,0.32252,0
Soudoubila,commune,Centre-Est,Province du Koulpelogo,11.21675,0.32435,0
Mamassirou,commune,Sahel,Province du Djelgodji,13.94727,-1.78932,0
Helintira,commune,Sud-Ouest,Province du Poni,9.90856,-3.88695,0
Kiriblé,commune,Sud-Ouest,Province du Poni,10.15568,-2.91048,0
Zinzour,commune,Sud-Ouest,Province du Poni,10.16549,-2.89578,0
Opor-Tankoli,commune,Sud-Ouest,Province du Poni,10.17546,-2.87508,0
Opor-Badouor,commune,Sud-Ouest,Province du Poni,10.17951,-2.8732,0
Opor-Séguéré,commune,Sud-Ouest,Province du Poni,10.18391,-2.8839,0
Opor-Kakalapouor,commune,Sud-Ouest,Province du Poni,10.18561,-2.87045,0
Pentinga-Peulh,commune,Est,Province du Gobnangou,11.81455,1.7723,0
Nabangou,commune,Centre-Est,Province du Koulpelogo,11.22242,0.49538,0
Bortore,commune,Sahel,Province du Yagha,13.69582,0.26919,0
Woussé,commune,Centre-Nord,Province du Bam,13.54064,-1.56901,0
Djenguérento,commune,Sahel,Oudalan,14.46365,-0.43877,0
Kankamogré-Peulh,commune,Centre-Est,Province du Boulgou,11.37706,-0.29129,0
Datougou,commune,Est,Province du Gourma,12.10038,0.97905,0
Kpankpaga,commune,Est,Province de la Kompienga,11.10493,0.7745,0
Tiapaga,commune,Est,Gnagna Province,12.65425,0.15526,0
Koura,commune,Nord,Province du Lorum,13.54083,-1.96789,0
Babrora,commune,Sud-Ouest,Province du Poni,10.08313,-3.81919,0
Kankongo,commune,Sud-Ouest,Province du Poni,10.11043,-3.80089,0
Didiemba,commune,Est,Gnagna Province,13.33259,-0.15467,0
Dimtenga,commune,Centre-Est,Province du Koulpelogo,11.46692,-0.02133,0
Guini,commune,Centre-Est,Province du Koulpelogo,11.49087,-0.01873,0
Babakou,commune,Centre-Est,Province du Koulpelogo,11.4154,0.02053,0
Sigri,commune,Centre-Est,Province du Koulpelogo,11.45076,-0.00004,0
Sawenga,commune,Centre-Est,Province du Boulgou,11.33945,-0.05692,0
Méné,commune,Centre-Est,Province du Koulpelogo,11.37374,-0.11413,0
Naboudin,commune,Centre-Est,Province du Koulpelogo,11.46748,-0.08506,0
Tessoaghin,commune,Centre-Est,Province du Koulpelogo,11.46995,-0.08896,0
Kogo,commune,Centre-Est,Province du Koulpelogo,11.42391,-0.08501,0
Naganga,commune,Centre-Est,Province du Koulpelogo,11.39793,-0.09227,0
Birira,commune,Cascades,Province de la Comoé,9.92814,-4.03133,0
Bérédo,commune,Cascades,Province de la Comoé,9.87282,-3.99268,0
Birré,commune,Cascades,Province de la Comoé,9.95948,-4.05184,0
Moussokantou,commune,Cascades,Province de la Comoé,9.985,-4.09771,0
Diomanidougou,commune,Cascades,Province de la Comoé,9.81603,-4.39219,0
Djoari,commune,Est,Gnagna Province,12.73852,-0.03342,0
Koro,commune,Cascades,Province de la Comoé,9.90946,-3.90467,0
Koguina,commune,Est,Gnagna Province,12.61103,0.06399,0
Boulwogdo,commune,Centre-Nord,Province du Namentenga,13.5472,-0.6281,0
Bossoari,commune,Est,Province de la Kompienga,11.03,0.60747,0
Perga,commune,Boucle du Mouhoun,Province du Sourou,13.5721,-3.1459,0
Malboala,commune,Est,Province du Gourma,11.73114,0.54423,0
Yambi,commune,Est,Province du Gourma,11.74059,0.53716,0
Yimpena,commune,Est,Province du Gourma,11.77142,0.54536,0
Kpalga,commune,Est,Province du Gourma,11.81867,0.57382,0
Boudiogou,commune,Est,Province du Gourma,11.77008,0.64192,0
Otatougou,commune,Est,Province du Gourma,11.67625,0.53331,0
Boagripaliana,commune,Est,Province du Gourma,11.68922,0.53801,0
Tomoaga,commune,Est,Province du Gourma,12.2933,0.21637,0
Oumpougdéni,commune,Est,Province de la Kompienga,11.23399,0.67231,0
Taram-Noaga,commune,Centre-Est,Province du Koulpelogo,11.19867,0.16494,0
Woumnoguen,commune,Centre-Est,Province du Koulpelogo,11.20029,0.15958,0
Douré,commune,Centre-Est,Province du Koulpelogo,11.21999,0.15527,0
Yourkoudguen,commune,Centre-Est,Province du Koulpelogo,11.23029,0.15014,0
Kalgo,commune,Centre-Est,Province du Koulpelogo,11.23258,0.11918,0
Diougo,commune,Centre-Est,Province du Koulpelogo,11.24752,0.1215,0
Yourga,commune,Centre-Est,Province du Koulpelogo,11.30291,0.12178,0
Kiouguen,commune,Centre-Est,Province du Koulpelogo,11.30515,0.11417,0
Diapenga,commune,Est,Province de la Kompienga,11.21368,0.71666,0
Nioumonga,commune,Est,Province de la Kompienga,11.28114,0.59379,0
Tambiboungou,commune,Est,Province de la Kompienga,11.01421,0.55283,0
Nohao,commune,Centre-Est,Province du Boulgou,11.21719,-0.26285,0
Mogandé-Peulh,commune,Centre-Est,Province du Boulgou,11.21683,-0.24754,0
Sangabouli,commune,Centre-Est,Province du Boulgou,11.17681,-0.18371,0
Garanga,commune,Centre-Est,Province du Boulgou,11.16823,-0.15362,0
Komtenga,commune,Centre-Est,Province du Boulgou,11.18033,-0.15049,0
Kodemzoaga,commune,Centre-Est,Province du Boulgou,11.20622,-0.14724,0
Anago,commune,Centre-Est,Province du Boulgou,11.18763,-0.10632,0
Vaongo,commune,Centre-Est,Province du Koulpelogo,11.17614,-0.08505,0
Doumbassa,commune,Boucle du Mouhoun,Province du Nayala,12.63008,-3.22457,0
Petel-Kalkale,commune,Sahel,Province du Séno,13.94658,0.40361,0
Bambari,commune,Sahel,Province du Séno,13.94529,0.41479,0
Zambanega,commune,Centre-Est,Province du Boulgou,11.3511,-0.30225,0
Sablogo,commune,Centre-Est,Province du Boulgou,11.69044,-0.12237,0
Tanliagou,commune,Est,Province de la Kompienga,10.95786,0.55373,0
Tondobi,commune,Sahel,Province du Séno,14.0084,0.3259,0
Soualimou,commune,Est,Province de la Komandjoari,12.62626,0.40062,0
Fanfangou,commune,Est,Province du Gobnangou,11.79602,1.70742,0
Toaga,commune,Boucle du Mouhoun,Province du Sourou,13.12196,-2.82316,0
Tourmaye,commune,Est,Gnagna Province,13.22901,-0.02899,0
Démom,commune,Sahel,Oudalan,14.28595,-0.07697,0
Kal Hatane,commune,Sahel,Oudalan,14.2835,-0.10112,0
Kal Dahoul,commune,Sahel,Oudalan,14.28664,-0.1072,0
Balliata,commune,Sahel,Oudalan,14.28621,-0.1195,0
Kal Gourare,commune,Sahel,Oudalan,14.28775,-0.11477,0
Bangbé Tèrbi,commune,Sahel,Oudalan,14.26123,-0.06751,0
Sirkangou,commune,Sahel,Oudalan,14.28791,-0.07204,0
Kora-Foulbé,commune,Centre-Nord,Province du Bam,13.3832,-1.54778,0
Kando,commune,Cascades,Province de la Comoé,9.78895,-4.37066,0
Nayéla,commune,Est,Gnagna Province,13.14012,-0.2143,0
Boulmoantchangou,commune,Est,Province du Gobnangou,12.53544,1.48473,0
Badalgou,commune,Est,Gnagna Province,12.7891,-0.19605,0
Kortikio,commune,Centre-Est,Province du Koulpelogo,11.31132,0.46553,0
Diaparé,commune,Centre-Est,Province du Koulpelogo,11.42221,0.41669,0
Nakomé,commune,Centre-Est,Province du Koulpelogo,11.42431,0.39371,0
Kanioguen,commune,Centre-Est,Province du Koulpelogo,11.43096,0.35515,0
Pilogré,commune,Centre-Est,Province du Koulpelogo,11.43737,0.37542,0
Boudangou,commune,Centre-Est,Province du Koulpelogo,11.46879,0.38941,0
Dagou (Foutouri),commune,Est,Province de la Komandjoari,12.7508,1.0849,0
Kpala,commune,Cascades,Province de la Comoé,10.08073,-4.20552,0
Kougri-Koulga,commune,Nord,Province du Lorum,14.13676,-2.08657,0
Kièblen,commune,Centre-Est,Province du Koulpelogo,11.54969,-0.12542,0
Bounou,commune,Est,Province de la Kompienga,11.08347,0.58084,0
Koulsondé,commune,Centre-Est,Province du Koulpelogo,11.20081,0.50185,0
Koyanga,commune,Centre-Est,Province du Koulpelogo,11.18523,0.48443,0
Naloanga,commune,Centre-Est,Province du Koulpelogo,11.17984,0.51069,0
Gongomboulo,commune,Sud-Ouest,Province du Poni,9.96735,-3.8422,0
Kémenso,commune,Boucle du Mouhoun,Province de la Koosin,12.47802,-3.99269,0
Datou,commune,Centre-Est,Province du Boulgou,11.59062,-0.30075,0
Zougbili,commune,Centre-Est,Province du Boulgou,11.53441,-0.22607,0
Paten,commune,Centre-Est,Province du Boulgou,11.55692,-0.23591,0
Hortougou,commune,Centre-Est,Province du Boulgou,11.54627,-0.26195,0
Toaben,commune,Centre-Est,Province du Boulgou,11.54472,-0.28833,0
Bantougri,commune,Centre-Est,Province du Boulgou,11.55221,-0.29543,0
Modaogo 1,commune,Centre-Est,Province du Koulpelogo,11.1435,0.34146,0
Tin-Rhassane 2,commune,Sahel,Oudalan,15.00406,-0.22579,0
Tin-Rhassane 1,commune,Sahel,Oudalan,14.98498,-0.22599,0
Kacham-Est,commune,Sahel,Oudalan,14.99655,-0.30108,0
Kacham-Ouest,commune,Sahel,Oudalan,14.98238,-0.35069,0
Koguen,commune,Centre-Est,Province du Koulpelogo,11.35891,0.1417,0
Nyanguen,commune,Centre-Est,Province du Koulpelogo,11.37817,0.14415,0
Kamséogo-Peulh,commune,Centre-Est,Province du Koulpelogo,11.35889,0.15181,0
Kalembokora,commune,Sud-Ouest,Province du Poni,10.09331,-3.79938,0
Sankoado,commune,Est,Province de la Kompienga,10.98183,0.57916,0
Kpenkankanti,commune,Est,Province de la Kompienga,11.0007,0.62369,0
Toutourgou,commune,Est,Province de la Kompienga,11.0002,0.77918,0
Kpenkankandi,commune,Est,Province de la Kompienga,10.99325,0.63158,0
Walla walla,commune,Est,Province de la Kompienga,10.9947,0.64361,0
Nabantiougou,commune,Est,Province de la Kompienga,11.01232,0.64402,0
Fanwaligou,commune,Est,Province de la Kompienga,11.01174,0.67182,0
Lamboudi,commune,Est,Province de la Kompienga,11.00226,0.59796,0
Bangataka-Lèrè,commune,Sahel,Province du Séno,13.98019,-0.46035,0
Boka,commune,Sahel,Province du Séno,14.02802,0.20373,0
Kindi,commune,Centre-Est,Kouritenga Province,12.3289,-0.17193,0
Kombeolé,commune,Centre-Est,Kouritenga Province,12.33415,-0.25013,0
Mokomdongo,commune,Centre-Est,Kouritenga Province,12.33862,-0.25938,0
Kessekui,commune,Boucle du Mouhoun,Province de la Koosin,13.06054,-3.84884,0
Kièrguen,commune,Est,Gnagna Province,12.82179,-0.22019,0
Djao Djao,commune,Sahel,Province du Djelgodji,14.13793,-1.61552,0
Tambébanli,commune,Est,Province de la Komandjoari,12.93183,0.97769,0
Kiaguel,commune,Est,Province de la Komandjoari,12.96547,0.97052,0
Nassourou,commune,Est,Province de la Komandjoari,12.99236,0.94725,0
Dambemiré,commune,Est,Province de la Komandjoari,12.99105,0.95622,0
Tankwarou,commune,Est,Province de la Komandjoari,12.95891,0.93254,0
Sandiaba,commune,Centre-Est,Province du Koulpelogo,11.23837,0.2727,0
Nawoubkiba,commune,Centre-Nord,Sandbondtenga,13.48214,-1.32254,0
Dahangou,commune,Est,Province du Gobnangou,12.08181,1.59935,0
Belayerla,commune,Centre-Est,Province du Boulgou,11.09862,-0.356,0
Bantambougou,commune,Est,Province de la Kompienga,11.08924,0.85893,0
Kpadiari,commune,Est,Province de la Kompienga,11.13999,0.81348,0
Niambrigo,commune,Cascades,Province de la Comoé,9.93953,-4.30322,0
Nakindougou,commune,Centre-Nord,Province du Bam,13.44107,-1.54091,0
Mardéni,commune,Est,Province de la Kompienga,11.07991,0.60631,0
Noulibouli,commune,Centre-Est,Province du Koulpelogo,11.16404,0.36626,0
Lobden,commune,Centre-Est,Province du Koulpelogo,11.17915,0.35238,0
Koulpalga,commune,Centre-Est,Province du Koulpelogo,11.18501,0.35994,0
Sologo 2,commune,Centre-Est,Province du Koulpelogo,11.17286,0.34707,0
Ponyoa-Tikonti,commune,Est,Province de la Kompienga,10.99662,0.53442,0
Gbagbandi,commune,Est,Province de la Kompienga,10.9874,0.5224,0
Belemnyoublen,commune,Est,Province du Gourma,12.23465,-0.05711,0
Yaryomé,commune,Est,Province du Gourma,12.25667,-0.03625,0
Bandaokanré,commune,Est,Province du Gourma,12.25065,-0.04145,0
